Nome;Estado;NAlunos;NotaPT;NotaRed;NotaMat;NotaCH;NotaCN
Escola3175;MA;11;515.75;492.73;445.15;563.14;472.67
Escola3176;MA;28;534.64;517.14;492.26;568.47;512.1
Escola3177;MA;25;447.11;382.4;394.96;488.34;452.42
Escola3178;MA;148;456.74;340.68;412.7;484.91;437.58
Escola3179;MA;20;501.66;494;441.68;540.95;465.71
Escola3180;MA;24;409.85;248.33;401.54;463.08;418.2
Escola3181;MA;108;452.87;301.11;408.09;484.5;435.02
Escola3182;MA;75;521.45;533.07;447.95;564.75;488.95
Escola3183;MA;82;504.29;455.61;446.89;547.26;471.98
Escola3184;MA;60;429.59;265;401.39;466.51;439.3
Escola3185;MA;43;497.75;467.44;441.24;547.34;462.79
Escola3186;MA;100;474.81;410.8;418.89;505.25;445.55
Escola3187;MA;174;471.8;381.38;420.93;505.66;446.51
Escola3188;MA;119;530.12;540.5;482.1;568.04;514.4
Escola3189;MA;72;464.64;323.89;405.18;485.54;437.6
Escola3190;MA;80;467.74;372;415.8;507.58;441.2
Escola3191;MA;98;465.05;380.41;415.04;501.01;442.74
Escola3192;MA;31;467.56;345.81;403.92;503.54;440.23
Escola3193;MA;171;465.54;393.8;406.48;505.45;450.88
Escola3194;MA;70;453.92;381.71;407.05;483.04;440.47
Escola3195;MA;114;456.68;364.91;413.96;496.99;443.7
Escola3196;MA;47;548.71;584.26;529.05;600.97;535.44
Escola3197;MA;17;537.73;572.94;493.81;596.57;525.04
Escola3198;MA;194;467.52;371.75;415.75;492.96;449.82
Escola3199;MA;110;452.36;339.09;411.84;483.86;432.45
Escola3200;MA;111;452.14;382.16;410.22;498.23;442.63
Escola3201;MA;15;480.86;376;445.17;506.58;456.96
Escola3202;MA;30;541.11;570.67;521.82;571.25;519.3
Escola3203;MA;31;492.56;490.32;444.2;522.45;468.52
Escola3204;MA;37;488.73;451.89;444.04;528.97;467.38
Escola3205;MA;64;461.11;365.31;396.52;502.75;434.68
Escola3206;MA;108;511.8;535.19;458.43;546.53;484.56
Escola3207;MA;48;468.25;445.83;444.5;523.49;466.77
Escola3208;MA;69;536.15;599.13;483;574.13;504.88
Escola3209;MA;23;488;453.91;477.2;528.89;477.16
Escola3210;MA;95;461.35;413.05;420.68;501.62;435.3
Escola3211;MA;101;475.85;418.42;420.77;512.85;450.41
Escola3212;MA;25;541.04;634.4;521.13;598.02;549.04
Escola3213;MA;85;470.33;438.35;420.61;496.1;440.88
Escola3214;MA;44;482.57;478.18;422.95;495.08;475.61
Escola3215;MA;39;518.15;581.03;493.14;554.72;515.81
Escola3216;MA;86;492.53;446.98;433.76;536.28;453.38
Escola3217;MA;64;480.93;436.88;436.35;514.56;443.1
Escola3218;MA;95;482.69;399.79;438.55;528.1;471.42
Escola3219;MA;16;477.48;446.25;446.84;493.26;483.73
Escola3220;MA;48;541.48;563.75;529.31;585.87;512.25
Escola3221;MA;70;480.31;480.85;424.43;525.36;469.55
Escola3222;MA;79;452.26;366.58;420.91;499.81;437.24
Escola3223;MA;107;437.8;321.87;415.24;479.86;435.74
Escola3224;MA;21;438.5;311.82;439.84;470.9;440.07
Escola3225;MA;76;458.37;424.74;420.37;496.76;457.08
Escola3226;MA;36;455.43;426.11;423.63;496.94;463.18
Escola3227;MA;87;450.31;332.41;416.42;486.36;444.44
Escola3228;MA;102;460.69;324.9;413.12;510.75;448.73
Escola3229;MA;61;477.01;470.82;401.79;503.91;458.58
Escola3230;MA;52;458.95;390.77;449.74;508.9;449.75
Escola3231;MA;22;486.68;418.18;431.67;524.47;480.97
Escola3232;MA;180;524.51;548.67;473.58;561.17;490.23
Escola3233;MA;130;480.66;457.54;435.99;519.17;472.14
Escola3234;MA;282;505.61;503.9;458.44;541.2;469.93
Escola3235;MA;94;494.6;459.36;432.19;527.47;461.33
Escola3236;MA;159;480.59;426.79;431.26;524.2;455.28
Escola3237;MA;153;479.53;443.53;425.98;517.71;456.51
Escola3238;MA;105;471.38;402.67;427.29;520.28;458.49
Escola3239;MA;205;478.87;416.52;423.82;512.66;448.56
Escola3240;MA;70;477.44;436;421.88;508.16;451.76
Escola3241;MA;72;473.02;427.22;434.28;511.96;445.06
Escola3242;MA;49;480.22;446.12;417.47;517.28;453.47
Escola3243;MA;254;489.53;460.08;440.25;522.67;468.34
Escola3244;MA;20;468.54;400;428.07;519.84;456.16
Escola3245;MA;127;472.22;411.96;423.68;509.77;451.14
Escola3246;MA;48;496.61;439.58;422.4;531.68;463.1
Escola3247;MA;34;485.53;421.76;425.95;513.83;460.04
Escola3248;MA;31;485.32;467.74;428.18;519.79;475.45
Escola3249;MA;103;571.95;667.51;621.9;637.69;578.77
Escola3250;MA;37;537.17;629.73;479.15;569.22;503.5
Escola3251;MA;38;568.44;644.21;562.94;611.18;546.91
Escola3252;MA;98;538.48;632.65;534.8;589.63;528.08
Escola3253;MA;52;536.49;625.06;487.73;580.61;526.74
Escola3254;MA;24;468.44;414.17;419.33;493.82;429.18
Escola3255;MA;27;507.02;560.74;462.14;537.48;493.68
Escola3256;MA;17;518.94;591.76;525.79;589.19;529.68
Escola3257;MA;22;545.93;600;483.53;591.74;513.06
Escola3258;MA;40;545.87;648.5;541.6;604.86;526.79
Escola3259;MA;86;554.49;732.09;538.04;604.01;559.28
Escola3260;MA;29;543.31;605.52;545.66;595.46;554.23
Escola3261;MA;22;570.68;682.73;594.31;618.39;555.99
Escola3262;MA;41;431.25;260.49;386.64;474.14;430.59
Escola3263;MA;14;524.71;515.71;447.45;544.01;507.65
Escola3264;MA;17;489.86;515.29;464.84;535.39;488.01
Escola3265;MA;86;473.2;391.4;420.56;515.53;453.26
Escola3266;MA;27;526.4;589.37;495.86;562;495.61
Escola3267;MA;31;519.07;525.81;457.31;554.31;494.02
Escola3268;MA;49;464.39;350.2;405.68;495.92;437.52
Escola3269;MA;29;481.8;422.07;427.14;525;483.48
Escola3270;MA;50;450.12;357.6;417.49;490.05;433.97
Escola3271;MA;54;432.68;299.63;407.74;466.15;434.64
Escola3272;MA;54;481.26;396.67;398.26;511.5;443.89
Escola3273;MA;61;470.5;395.08;424.81;489.95;450.81
Escola3274;MA;57;484.21;409.82;418.26;513.96;438.41
Escola3275;MA;108;461.03;331.3;419.55;498.6;453.29
Escola3276;MA;93;447.99;344.09;408.23;488.96;436.81
Escola3277;MA;11;449.39;329.09;403.25;494.68;453
Escola3278;MA;99;424.01;279.6;405.17;464.65;428.06
Escola3279;MA;46;456.48;389.57;405.34;495.94;435.39
Escola3280;MA;54;445.31;357.78;413.58;489.16;429.95
Escola3281;MA;41;482.77;435.12;413.76;511.76;450.42
Escola3282;MA;146;438.4;286.44;399.6;480.67;429.62
Escola3283;MA;39;454.52;357.95;422.91;484.15;428.32
Escola3284;MA;32;465.78;387.5;431.91;508.07;457.32
Escola3285;MA;20;443.64;276;409.74;476.44;446.8
Escola3286;MA;89;452.2;359.78;418.92;492.54;446.7
Escola3287;MA;70;456.76;346.57;416.58;491.93;447.51
Escola3288;MA;23;415.17;217.39;388.27;459.92;438.65
Escola3289;MA;27;450.84;314.07;421.05;481.34;460.44
Escola3290;MA;30;461.23;335.33;431.53;507.94;434.8
Escola3291;MA;231;479.39;381.99;421.06;513.31;451.13
Escola3292;MA;39;459.59;407.69;398.45;497.29;425.24
Escola3293;MA;174;488.56;440.46;429.9;516.83;451.33
Escola3294;MA;51;509.3;502.35;432.52;531.57;491.21
Escola3295;MA;14;525.24;525.71;449.06;541.87;481.15
Escola3296;MA;89;445.66;332.81;411.66;480.24;439.05
Escola3297;MA;31;475.6;416.77;411.73;505.51;454.62
Escola3298;MA;125;453.24;338.56;424.88;483.85;446.78
Escola3299;MA;81;457.39;328.89;413.84;483.37;441.87
Escola3300;MA;107;441.77;297.94;413.73;484.96;439.64
Escola3301;MA;79;474.44;444.81;428.68;517.96;462.81
Escola3302;MA;130;475.94;411.23;431.41;510.85;446.83
Escola3303;MA;54;524;526.67;487.5;560.32;507.83
Escola3304;MA;27;536.13;564.44;517.71;587.6;542.77
Escola3305;MA;29;553.07;610.34;523.37;603.1;542.07
Escola3306;MA;98;460.49;393.06;410.03;499.01;447.46
Escola3307;MA;46;446.98;308.7;407.6;480.54;427.41
Escola3308;MA;268;458.94;404.31;412.46;504.9;452.47
Escola3309;MA;45;511.37;555.56;454.87;558.55;482.18
Escola3310;MA;133;540.4;608.42;464.65;572.98;505.42
Escola3311;MA;10;502.42;534;431.17;543.67;469.29
Escola3312;MA;121;481.32;442.48;442.63;525.61;459.82
Escola3313;MA;10;537.22;544;545.79;580;502.2
Escola3314;MA;41;439.64;338.05;409.64;483.64;421.78
Escola3315;MA;28;515.46;491.43;457.09;555.09;476.61
Escola3316;MA;11;518.26;518.18;452.95;550.95;499.39
Escola3317;MA;19;503.62;573.68;443.36;540.58;487.94
Escola3318;MA;69;447.8;474.49;405.53;502.45;437.76
Escola3319;MA;20;481.39;380;395.59;497.98;473.68
Escola3320;MA;146;457.07;337.53;422.58;496.91;439.25
Escola3321;MA;74;474.39;421.89;421.92;511.3;450.81
Escola3322;MA;45;469.01;399.11;425.93;491.62;442.71
Escola3323;MA;115;470.59;391.13;417.67;511.53;446.77
Escola3324;MA;49;469.29;408.16;431.3;514.86;450.31
Escola3325;MA;79;464.96;406.08;404.38;496.51;447.03
Escola3326;MA;123;459.13;372.36;419.21;493.74;443.8
Escola3327;MA;118;462.62;382.37;429.74;505.05;441.05
Escola3328;MA;146;470.07;411.23;422.27;511.99;442.24
Escola3329;MA;53;469.61;406.42;435.05;500.78;442.96
Escola3330;MA;116;527.82;569.66;523.89;572.26;512.79
Escola3331;MA;74;561.07;657.3;531.59;599.38;541.75
Escola3332;MA;50;515.74;534.8;455.31;553.54;495.44
Escola3333;MA;85;468.84;408.47;429.91;500.74;439.48
Escola3334;MA;136;437.57;311.53;407.42;477.2;449.56
Escola3335;MA;20;464.62;470;437.95;505.35;457.05
Escola3336;MA;33;482.8;394.55;415.28;504.78;458.95
Escola3337;MA;96;486.22;439.79;446.63;517.4;457.76
Escola3338;MA;21;497.08;488.57;415.55;529.66;473.91
Escola3339;MA;17;460.61;330.59;420.2;516.12;454.59
Escola3340;MA;30;438.35;336.67;407.58;485.29;446.38
Escola3341;MA;49;464.64;321.63;418.95;485.1;454.72
Escola3342;MA;39;441.47;333.33;407.91;487.27;430.25
Escola3343;MA;131;479.42;408.85;419.35;514.35;456.8
Escola3344;MA;49;469.7;380;414.86;502.49;443.67
Escola3345;MA;110;479.22;390.73;427.23;504.2;449.03
Escola3346;MA;81;568.2;671.11;544.23;621.89;551.08
Escola3347;MA;46;498.78;433.04;431.87;533;476.59
Escola3348;MA;117;502.01;480.85;447.41;539.37;484.64
Escola3349;MA;172;486.09;450.81;428.58;518.59;461.86
Escola3350;MA;629;514.13;501.62;459.82;549.74;474.49
Escola3351;MA;105;486.74;429.33;422.57;511.97;456.53
Escola3352;MA;162;477.1;415.8;418.93;511.78;447.01
Escola3353;MA;224;481.39;448.48;424.55;511.49;454.41
Escola3354;MA;29;432.35;339.31;418.9;480.51;451.32
Escola3355;MA;279;501.85;471.54;436.29;529.62;462.47
Escola3356;MA;527;485.75;430.14;426.76;515.16;451.37
Escola3357;MA;321;499.99;448.51;442.92;536.29;464.03
Escola3358;MA;190;495.13;465.6;435;526.48;462.77
Escola3359;MA;72;500.84;463.33;450.48;532.38;470.77
Escola3360;MA;36;481.21;417.78;419.03;520.26;452
Escola3361;MA;35;481.44;406.86;432.74;521.68;454.11
Escola3362;MA;45;457.85;369.78;415.84;485.18;446.92
Escola3363;MA;179;493.99;444.13;434.15;525.62;462.65
Escola3364;MA;260;507.71;506.62;454.27;541.06;473.39
Escola3365;MA;99;474.14;407.27;419.08;509.66;455.89
Escola3366;MA;182;478.85;426.26;417.73;514.51;442.59
Escola3367;MA;135;481.79;422.22;422.97;512.22;452.41
Escola3368;MA;217;497.09;472.81;435.3;530.33;465.4
Escola3369;MA;103;487.4;419.22;434.93;525.31;462.44
Escola3370;MA;490;510.45;500.16;449.88;541.53;477.71
Escola3371;MA;23;461.07;310.43;399.97;484.86;434.43
Escola3372;MA;130;514.62;493.23;447.05;546.88;476.49
Escola3373;MA;53;484.54;471.32;436.56;510.86;437.73
Escola3374;MA;92;485.38;423.04;414.35;514.01;458.93
Escola3375;MA;128;493.24;428.75;430.31;525.9;456.27
Escola3376;MA;70;520.59;524;464.75;566.18;481.56
Escola3377;MA;13;451.69;347.69;406.15;478.79;436.52
Escola3378;MA;237;492.59;430.3;428.93;521.62;460.83
Escola3379;MA;245;480.54;404.65;417.63;514.89;444.83
Escola3380;MA;75;458.18;383.73;413.18;492.14;449.78
Escola3381;MA;207;545.8;576.33;514.77;587.42;507.44
Escola3382;MA;105;489.23;453.71;426.49;518.75;458.81
Escola3383;MA;46;496.89;438.26;426.21;523.66;461.11
Escola3384;MA;46;470.03;441.74;411.42;499.33;444.98
Escola3385;MA;73;470.75;361.37;426.32;505.29;441.78
Escola3386;MA;42;448.88;336.19;409.98;496.16;441.72
Escola3387;MA;93;471.49;407.1;426.74;505.4;446.94
Escola3388;MA;114;482.81;425.35;416.75;508.23;457.49
Escola3389;MA;145;474;382.77;424.54;506.77;444.57
Escola3390;MA;258;495.15;466.82;440;530.44;462.06
Escola3391;MA;14;494.86;425.71;406.56;532.94;450.77
Escola3392;MA;115;518.93;512.35;469.23;553.36;486.26
Escola3393;MA;99;560.02;611.92;502.88;605;519.05
Escola3394;MA;293;576.2;682.66;595.75;625.8;563.83
Escola3395;MA;28;534.75;621.43;494.99;575.1;499.9
Escola3396;MA;121;596.45;732.56;691.54;655.97;633.34
Escola3397;MA;117;579.66;671.28;624.59;634.66;581.12
Escola3398;MA;193;530.53;557.82;485.28;570.66;510.61
Escola3399;MA;114;556.73;645.79;541.13;604.03;545.51
Escola3400;MA;61;583.44;713.44;581.02;637.99;580.99
Escola3401;MA;29;525.89;542.76;460.07;577.82;499.06
Escola3402;MA;92;576.42;654.35;566.83;625.81;558.78
Escola3403;MA;29;520.83;540.69;459.65;553.01;494.52
Escola3404;MA;20;527.32;616;499.27;574.48;483.2
Escola3405;MA;47;560.97;691.91;504.69;609.9;524.31
Escola3406;MA;81;531.8;576.3;490.73;579.51;507.22
Escola3407;MA;118;550.34;654.75;499.52;583.08;521.44
Escola3408;MA;12;512.55;488.33;454.94;532.73;448.6
Escola3409;MA;204;562.21;639.71;545.07;600.2;543.63
Escola3410;MA;59;527.69;561.36;451.12;565.49;491.88
Escola3411;MA;43;529.93;577.67;473.73;571.13;492.2
Escola3412;MA;144;598.03;751.94;664.2;645.3;606.24
Escola3413;MA;41;535.79;610.24;507.11;583.78;528.73
Escola3414;MA;12;507.83;556.67;406.79;548.36;496.99
Escola3415;MA;159;593.63;721.13;667.42;649;606.53
Escola3416;MA;33;488.83;449.7;448.8;523.5;476.29
Escola3417;MA;33;537.97;690.3;517.87;603.7;535.62
Escola3418;MA;22;501.65;535.45;453.16;574.32;478.19
Escola3419;MA;61;585.85;703.61;631.55;639.61;574.43
Escola3420;MA;27;512.02;526.67;431.32;545.94;479.36
Escola3421;MA;28;572.78;615;522.42;613.51;547.89
Escola3422;MA;35;503.87;485.71;434.86;529.25;472
Escola3423;MA;53;529.71;585.28;469.01;564.37;487.25
Escola3424;MA;31;569.95;702.42;554.93;614.31;542.03
Escola3425;MA;75;532.26;604.4;479.56;562.5;499.41
Escola3426;MA;20;480.36;453;452.65;515.69;479.89
Escola3427;MA;18;567.89;707.78;570.12;609.12;548.26
Escola3428;MA;54;561.86;607.69;539.31;609.33;537.46
Escola3429;MA;10;530.37;594;410.38;566.45;480.5
Escola3430;MA;19;511.15;448.42;411.73;518.64;453.43
Escola3431;MA;26;496.82;492.31;420.45;527.15;464.17
Escola3432;MA;85;510.73;550.55;473.27;559.13;503.58
Escola3433;MA;52;540.64;611.15;486.97;571.53;513.04
Escola3434;MA;31;566.95;599.35;506.1;606.57;506.97
Escola3435;MA;25;564.94;687.2;537.82;609.76;539.09
Escola3436;MA;12;500.98;586.67;426.94;536.68;459.77
Escola3437;MA;32;522.89;533.75;461.66;561.61;498.66
Escola3438;MA;22;490.65;500;475.21;531.07;470.79
Escola3439;MA;24;449.57;300;419.63;478.7;425.61
Escola3440;MA;102;460.48;365.69;418.6;496.57;437.96
Escola3441;MA;86;502.17;505.12;470.92;545.06;493.22
Escola3442;MA;64;434.41;306.56;394.35;476.53;438.41
Escola3443;MA;45;440.11;350.67;408.32;473.38;439.97
Escola3444;MA;11;429.14;378.18;403.36;468.85;415.25
Escola3445;MA;43;448.83;313.02;413.58;479.04;444.99
Escola3446;MA;39;447.58;377.44;410.02;484.12;434.67
Escola3447;MA;126;465.73;383.33;420.08;498.59;447.46
Escola3448;MA;211;482.7;416.49;431.56;511.66;458.94
Escola3449;MA;132;468.47;412.12;421.74;504.47;454.17
Escola3450;MA;45;453.86;337.78;415.28;493.6;450.79
Escola3451;MA;41;476.64;413.66;409.81;504.54;441.44
Escola3452;MA;103;482.32;417.48;431.96;513;461.11
Escola3453;MA;13;462.75;398.46;413.55;479.82;438.72
Escola3454;MA;139;513.96;537.7;496.79;561.17;495.25
Escola3455;MA;14;482.99;388.57;432.69;484.13;456.98
Escola3456;MA;13;510.13;535.38;490.32;559.22;483.38
Escola3457;MA;27;489.26;449.63;431.39;520.62;472.57
Escola3458;MA;22;490.31;454.55;441.32;524.15;487.4
Escola3459;MA;81;468.8;360.25;440.92;506.39;449.25
Escola3460;MA;12;510.94;480;472.19;541.85;483.89
Escola3461;MA;39;456.42;326.67;401.01;506.96;441.12
Escola3462;MA;16;492.79;437.5;408.15;538.85;466.82
Escola3463;MA;157;458.36;348.92;405.81;505.96;447.23
Escola3464;MA;29;516.55;473.1;432.66;552.24;480.7
Escola3465;MA;45;485.86;510.22;444.59;522.19;470.82
Escola3466;MA;11;492.39;427.27;425.51;517.06;439.75
Escola3467;MA;56;456.08;437.86;400.92;475.46;437.98
Escola3468;MA;14;482.91;457.14;425.16;520.19;462.07
Escola3469;MA;126;478.09;452.44;429.68;519.09;465.17
Escola3470;MA;110;461.58;345.09;412.02;500.68;446.27
Escola3471;MA;65;515.93;575.69;509.61;574.8;520.38
Escola3472;MG;49;502.15;467.76;475.19;527.16;483
Escola3473;MG;127;524.62;505.2;522.55;559.09;503.49
Escola3474;MG;29;578.31;665.52;637.55;628.78;566.16
Escola3475;MG;13;493.98;576.92;481.77;543.05;476.88
Escola3476;MG;46;510.51;469.57;494.08;547.75;479.31
Escola3477;MG;44;509.65;450.45;489.04;546.86;476.2
Escola3478;MG;13;475.66;487.69;458.42;523.09;472.79
Escola3479;MG;69;478.27;376.81;442.35;513.38;460.05
Escola3480;MG;15;485.08;457.33;438.9;486.38;454.11
Escola3481;MG;24;529.02;503.33;484.83;546.96;489.97
Escola3482;MG;95;491.17;398.74;436.47;510.39;451.69
Escola3483;MG;14;477.38;355.71;433.79;502.55;444.5
Escola3484;MG;23;509.38;453.04;461.65;530.2;488.17
Escola3485;MG;16;480.87;437.5;439.13;503.37;446.66
Escola3486;MG;72;514.28;449.44;478.56;536.66;463.32
Escola3487;MG;14;465.88;390;447.46;502.54;464.35
Escola3488;MG;31;506.31;432.9;454.58;530.84;480.2
Escola3489;MG;18;500.82;496.67;456.02;538.97;462.48
Escola3490;MG;17;449.24;391.76;421.22;470.42;417.98
Escola3491;MG;55;483.05;387.64;438.09;510.25;449.4
Escola3492;MG;33;504.98;380.61;435.84;538.48;461.96
Escola3493;MG;14;469.03;272.86;430.42;480.01;462.01
Escola3494;MG;17;525;580;518.16;557.07;497.21
Escola3495;MG;27;562.64;660.74;573.2;604.64;556.14
Escola3496;MG;29;568.86;657.24;615.13;607.81;551.11
Escola3497;MG;214;512.85;521.5;479.9;544.07;471.49
Escola3498;MG;50;482.25;413.2;458.8;513.98;462.21
Escola3499;MG;27;472.7;398.52;434.69;506.09;471.06
Escola3500;MG;73;510.24;478.36;489.17;538.7;485.97
Escola3501;MG;33;488.62;470.3;466.27;523.43;476.05
Escola3502;MG;27;468.41;369.63;433.46;501.73;439.34
Escola3503;MG;67;576.25;717.31;601.5;635.59;586.55
Escola3504;MG;39;573.21;622.56;568.32;596;559.74
Escola3505;MG;48;530.9;577.5;505.14;570.78;507.54
Escola3506;MG;40;579;678.5;634.57;619.53;593.09
Escola3507;MG;38;513.38;508.95;485.15;550.97;471.71
Escola3508;MG;82;498.76;453.41;456.18;538.62;471.02
Escola3509;MG;37;487.51;393.51;434.21;509.8;443.92
Escola3510;MG;71;560.17;654.93;545.22;610.7;551
Escola3511;MG;57;470.82;370.18;477.37;513.71;476.49
Escola3512;MG;76;515.73;517.11;520.48;547.35;498.28
Escola3513;MG;18;554.78;631.11;593.28;593.15;538.24
Escola3514;MG;20;512.83;588;544.66;555.43;514.28
Escola3515;MG;84;516.08;518.33;503.14;549.05;484.62
Escola3516;MG;31;512.24;483.87;446.39;548.94;474.4
Escola3517;MG;10;500.28;422;458.51;538.57;468.47
Escola3518;MG;68;505.16;418.53;465.81;524.22;478.39
Escola3519;MG;16;529.91;540;516.49;571.37;494.55
Escola3520;MG;42;478.46;409.05;451.19;525.81;468.53
Escola3521;MG;161;526.71;494.29;475.18;556.33;495.17
Escola3522;MG;21;569.53;671.43;608.66;608.69;579.86
Escola3523;MG;24;555.52;644.17;536.37;599.99;543.68
Escola3524;MG;31;579.45;650.97;641.97;637.69;617.67
Escola3525;MG;77;494.68;423.64;462.15;526.52;461.7
Escola3526;MG;11;552.97;494.55;519.48;572.67;509.58
Escola3527;MG;47;503.88;457.87;465.15;539.64;476.56
Escola3528;MG;60;482.08;446;449.38;521.63;454.23
Escola3529;MG;12;504.94;466.67;488.72;556.01;494.26
Escola3530;MG;21;471.1;381.9;439.63;500.26;460.73
Escola3531;MG;13;521.04;435.38;464.84;540.78;477.63
Escola3532;MG;28;478.03;415;434.68;530.97;463.16
Escola3533;MG;99;501.61;473.02;451.19;527;459.1
Escola3534;MG;58;547.27;600.34;531.71;595.18;532.16
Escola3535;MG;20;477.34;434;430.92;514.29;447.76
Escola3536;MG;11;585.09;663.64;657.13;653.6;570.6
Escola3537;MG;95;511.87;475.16;455.76;542.64;484.96
Escola3538;MG;151;509.41;480.93;472.01;543.58;474.46
Escola3539;MG;286;519.98;513.43;490.03;549.19;490.51
Escola3540;MG;40;568.77;668;585.18;604.82;586.07
Escola3541;MG;36;572.3;686.11;545.56;610.78;562.83
Escola3542;MG;29;551.85;588.28;514.42;567.88;519.7
Escola3543;MG;15;541.58;625.33;541.85;594.09;561.13
Escola3544;MG;39;543.96;613.33;549.28;586.42;538.26
Escola3545;MG;23;504.37;453.04;472;532.88;465.36
Escola3546;MG;27;505.62;485.19;449.82;546.44;464.84
Escola3547;MG;11;486.8;350.91;473.93;497.74;456.9
Escola3548;MG;20;449.86;411;450.53;500.04;488.82
Escola3549;MG;36;501.69;426.67;470.59;519.03;460.84
Escola3550;MG;35;514.71;552.57;525.8;550.84;510.8
Escola3551;MG;26;507.6;516.92;481.55;545.1;488.43
Escola3552;MG;101;508.15;465.54;477.09;531.85;480.72
Escola3553;MG;242;530.62;547.6;513.39;567.16;499.94
Escola3554;MG;75;577.32;702.93;657.93;624.41;579.68
Escola3555;MG;19;527.52;629.47;598.72;585.58;542.64
Escola3556;MG;26;551.2;606.92;554.3;589.27;542.11
Escola3557;MG;29;595.4;715.17;669.76;641.62;615.62
Escola3558;MG;44;521.69;530.45;489.4;561.97;494.53
Escola3559;MG;163;515.22;506.13;489.04;546.22;478.01
Escola3560;MG;26;520.23;523.08;514.17;578.46;488.07
Escola3561;MG;15;520.35;576;535.89;567.45;534.84
Escola3562;MG;38;576.31;670;627.01;642.88;583.5
Escola3563;MG;86;523.73;513.72;498.04;557.04;493.22
Escola3564;MG;29;588.69;698.62;603.63;628.92;605.66
Escola3565;MG;45;518.34;466.67;469.26;559.49;483.7
Escola3566;MG;49;513.75;493.88;509.74;558.54;520.72
Escola3567;MG;72;509.34;475.28;475.23;538.12;485.73
Escola3568;MG;54;504.03;493.7;440.67;539.25;473.87
Escola3569;MG;82;501.28;475.12;465.31;526.81;467.49
Escola3570;MG;55;564.84;616.36;572.89;599.71;564.36
Escola3571;MG;157;512.31;512.36;499.43;550.12;498.45
Escola3572;MG;36;564.09;609.44;638.05;616.34;575.91
Escola3573;MG;24;577.25;693.33;646.57;647.16;603.65
Escola3574;MG;21;492.4;401.9;486.07;515.75;465.95
Escola3575;MG;30;513.89;494;479.75;546.99;470.29
Escola3576;MG;44;529.02;500;502.08;567.74;503.59
Escola3577;MG;29;559.64;633.1;605.62;606.09;547.83
Escola3578;MG;127;521.61;487.09;482.36;547.41;491.62
Escola3579;MG;74;514.5;453.51;470.01;540.32;468.47
Escola3580;MG;17;492.07;405.88;432.64;530.81;461.61
Escola3581;MG;51;513.13;497.65;458.72;540.88;468.5
Escola3582;MG;82;538.41;529.27;504.94;557.1;497.98
Escola3583;MG;31;516.5;461.29;471.08;543.5;494.11
Escola3584;MG;142;587.89;650.56;631.33;627.49;579.73
Escola3585;MG;174;604.82;651.03;781.36;652.08;619.74
Escola3586;MG;55;557.47;588.36;557.99;586.56;538.9
Escola3587;MG;19;614.78;763.16;642.33;648.37;577.68
Escola3588;MG;34;603.62;722.94;631.12;647.99;604.08
Escola3589;MG;97;539.89;574.85;521.67;576.84;516.63
Escola3590;MG;23;521.26;544.35;484.24;565.36;493.87
Escola3591;MG;81;594.27;738.77;667.97;650.48;605.35
Escola3592;MG;23;492.82;445.22;465.23;540.64;474.15
Escola3593;MG;95;524.61;527.37;507.76;557.45;480.69
Escola3594;MG;37;503.24;452.43;491.01;532.04;481.73
Escola3595;MG;16;582.82;711.25;554.89;619.46;570.99
Escola3596;MG;47;496.73;470.64;473.92;535.39;466.91
Escola3597;MG;53;487.28;472.83;441.96;519.45;450
